solidbug,solid
tmn,teman
mic,mic
filesudah,file
blm,belum
veterantidak,veteran
sebelumny,sebelum
adapadahal,ada
jatuh,jatuh
bgtdan,banget
anehsumber,aneh
menginstalpadahal,install
musim,musim
nganggu,ganggu
egak,tidak
instalasi,install
complete,complete
arah,arah
attack,attack
kebaca,baca
asyik,asik
fun,fun
nihh,nih
kenceng,kenceng
sekaliipas,sekali
loginntolong,login
lagii,lagi
apalah,apa
mlh,malah
memadai,pada
gamenyadisuruh,game
lagikalo,lagi
maininyamasa,main
lagishittt,lagi
promosi,promosi
bayar,bayar
busuk,busuk
jebak,jebak
akibat,akibat
ki,ki
oi,oi
tuna,tuna
netra,netra
senjata,senjata
artireli,arti
jual,jual
shop,shop
goodbye,bye
anjirr,anjir
stack,stack
late,late
mean,mean
watefak,anjing
hancur,hancur
sisa,sisa
objektif,objektif
karenakan,karena
minionnya,minion
force,force
close,close
optimasi,optimasi
puluhan,puluh
performa,performa
prince,prince
lanling,lanling
ngilangnya,ilang
ill,ill
playing,play
this,this
until,until
fkin,afk
has,has
fixed,pasti
tertolol,tolol
saingi,saing
ngatur,atur
lvl,level
itupun,itu
sepuh,sepuh
mech,mech
skrng,sekarang
peak,peak
otw,otw
land,land
ngefarming,farm
kental,kental
gachaparahparahbintang,gacha
gegara,gara
nerapin,terap
high,high
dampak,dampak
tam,tam
pepek,anjing
adek,adek
rugikan,rugi
woii,woi
kntol,tai
anjg,anjing
berturutturut,turut
jelasss,jelas
repott,repot
ngefeed,feed
gblk,bodoh
tll,tolol
dsar,dasar
anak,anak
hrm,haram
medium,medium
shadow,shadow
jumping²,jumping
scene,scene
minim,minim
unplayable,unplayable
keempat,empat
idle,idle
usage,usage
respawn,respawn
nyawa,nyawa
tipis,tipis
turret,turret
dear,dear
ketua,ketua
bersih,bersih
ds,ds
penuhi,penuh
botds,bot
teamnya,tim
bonusbonus,bonus
suami,suami
ming,ming
shiyin,shiyin
ngeselin,kesal
buset,anjir
setelh,setelah
mereport,report
pmain,player
tdiny,tadi
stbil,stabil
updateny,update
kehitung,hitung
lagnya,lag
streaming,stream
sebetar,sebentar
dead,dead
gadapat,gadapat
dipungkiri,pungkiri
sehat,sehat
astaga,astaga
afkafk,afk
yapertama,pertama
merahdi,merah
lahdi,lah
lahmasa,masa
ajaini,aja
bozudah,sudah
gabut,gabut
sihapa,sih
abissss,abis
baguss,bagus
gamau,gamau
malesin,males
intal,install
cancel,cancel
ronde,ronde
keatas,atas
dikitdikit,dikit
benahi,benah
mu,mu
moonton,moonton
samasama,sama
extream,extream
ngaruh,ngaruh
kentang²amat,kentang
harga,harga
tokens,token
singkat,singkat
foto,foto
avatar,avatar
brawl,brawl
trims,thanks
anj,anjing
nyuruh,suruh
apaa,apa
taiii,tai
sampahhh,sampah
nigame,game
semibang,bang
ls,ls
stressgame,stres
diginiin,gini
udahmah,udah
dirank,rank
darksystem,darksistem
everyday,everyday
everytime,everytime
thankss,thanks
riset,reset
minus,minus
stuk,stuck
krna,karena
cma,cuma
jngan,jangan
hobi,hobi
dep,dep
bugnya,bug
gang,gank
bermainya,main
hadehh,hadeh
that,that
hri,hari
nyalain,nyala
tdi,tadi
taii,tai
pink,pink
ngeganggu,ganggu
ngeleggg,lag
abiss,abis
moga,semoga
yng,yang
rasain,rasa
framedrop,framedrop
dibales,balas
baterai,baterai
chache,cache
latar,latar
valid,valid
faktor,faktor
lainlain,lain
review,review
gampeplay,gameplay
murah,murah
ori,ori
penyepong,sedot
iri,iri
benarkan,benar
simulasi,simulasi
bergerakkasusnya,gerak
charlotte,charlotte
dash,dash
poco,poco
tingkah,tingkah
banyaknya,banyak
big,big
visual,visual
permainanentah,main
kenapaa,kenapa
realtime,realtime
turet,turet
san,san
ulas,ulas
minor,minor
perihal,perihal
mendingan,mending
lostrek,losestreak
kesemua,semua
fighting,fight
sedot,sedot
ancam,ancam
ic,ic
cpu,cpu
emmc,emmc
buffering,buffer
kapasitas,kapasitas
kinerja,kerja
bootlop,boot
gampang,gampang
minusnya,minus
menerusgak,terus
mala,malah
ngunduh,unduh
renk,rank
haaaai,hai
ratusan,ratus
tlong,tolong
ak,aku
hubungi,hubung
bantubang,bantu
cs,cs
kompensasi,kompensasi
marahi,marah
tinggiin,tinggi
ajaa,aja
spekk,spek
mempuni,pun
kekunci,kunci
msih,masih
diturunin,turun
aspek,aspek
kompetitor,kompetitor
balancing,balance
popularitas,populer
telaten,telaten
ngembangin,kembang
ratingnya,rating
ngg,ng
long,long
meta,meta
balancecoba,balance
tsb,tersebut
perlawan,musuh
penyesuaianaku,sesuai
rindu,rindu
heh,heh
resmi,resmi
sy,aku
you,kamu
muter,muter
gam,game
bentar,bentar
memumpuni,mumpuni
optimal,optimal
melulu,melulu
napa,kenapa
kepala,kepala
rada,rada
frustasi,frustasi
clas,clash
co,co
jir,anjir
gile,gila
sekaran,sekarang
gatau,gatau
dirumah,rumah
graviknya,grafik
camera,kamera
apdate,update
susahsusah,susah
kenain,kena
benerbener,benar
timi,time
wajar,wajar
macthmakingnya,macth
bocah,bocah
peringkat,peringkat
cuk,cuk
semuan,semua
archer,archer
sukai,suka
makai,maka
faigther,fighter
kurangigame,kurang
enakan,enak
biarpun,biar
hiro,hero
kuasai,kuasa
log,log
out,out
benahin,benah
smakin,semakin
initolong,tolong
stabilkan,stabil
kurangkan,kurang
detail,detail
jelasorang,jelas
datahari,data
besargak,besar
ralatgamenya,relate
habisin,habis
beratin,berat
dalamnya,dalam
bye,bye
aq,aku
sja,saja
teamlawan,tim
hbis,habis
seblmny,sebelum
maennya,main
diganti,ganti
ahhh,ah
kntng,kentang
nyaayo,ayo
instalapa,install
kalaw,kalau
gamepasti,game
seruhpokok,seru
dehh,deh
kingssukses,sukses
support,support
mensupport,support
menanglose,menang
tercata,catat
seakan,akan
responnya,respon
tuduh,tuduh
supportmain,support
lambat,lama
nyangkutterlebih,sangkut
lambatkasian,lama
diskor,score
vonis,vonis
lancarlangsung,lancar
kontenicon,konten
tong,tong
ditempat,tempat
resourcediperbaiki,resource
opsional,opsional
terhapusgagalsemangat,hapus
benget,banget
free,free
lagithanks,thanks
anjrr,anjir
pliss,plis
kasing,kasih
sumberdaya,sumber
caci,caci
maki,maki
keseringan,sering
jgn,jangan
org,orang
hrufnya,huruf
izin,izin
stage,stage
workingforce,kerja
closed,closed
standar,standar
pecah,pecah
halus,halus
settingannya,setting
dimau,mau
ngedelay,delay
time,time
khusus,khusus
flag,flag
philipines,philipina
unistal,uninstall
bner,benar
antrean,antri
fase,fase
pdhal,padahal
yt,youtube
gada,gaada
mlu,mulu
tabrak,tabrak
prioritas,prioritas
diempatkan,empat
perebutkan,rebut
walhasil,hasil
cenderung,cenderung
peduli,peduli
macht,match
satuin,satu
thinking,pikir
bknnya,bukan
gejas,gejas
pantes,pantas
ngeclaim,klaim
rewardreward,reward
langgan,langgan
mengupdate,update
ngapdetnya,update
updet,update
ditambahin,tambah
ajajangan,jangan
nol,nol
optimalin,optimal
starlink,starlink
tempatfps,tempat
nurul,nurul
partyan,party
goll,gol
lawanya,musuh
jempol,jempol
urusin,urus
sederhana,sederhana
yok,ayo
sandingkan,sanding
editkocak,edit
effect,effect
lantang,lantang
ulanggila,ulang
yag,yang
dirumahnya,rumah
kelar,kelar
pengoptimalisasinya,optimal
dub,dub
background,background
warna,warna
sbelum,sebelum
masalahin,masalah
gamesemoga,game
konsisten,konsisten
playertidak,player
menjawabyg,jawab
terpentingkonsisten,penting
sekil,skill
sihngabisin,habis
downloaddan,download
awalgame,awal
begitutolong,begitu
ukur,ukur
capai,capai
signal,signal
ngefreez,freeze
sendri,sendiri
ea,ea
gx,tidak
ditingkatkan,tingkat
gameplaynya,gameplay
super,super
supersuper,super
duga,duga
peforma,forma
pahami,paham
stelah,setelah
kayaknya,kayak
point,point
patok,patok
kontribusi,kontribusi
namnya,nama
asal²,asal
kn,kan
biron,biron
terkalahkan,kalah
gajadi,gajadi
new,baru
gilak,gila
kaget,kaget
noh,noh
makro,makro
mikro,mikro
aduh,aduh
barusan,barusan
repot,report
terdownload,download
haaaahhhhh,hah
adaptasi,adaptasi
darksystemlah,darksistem
seimbanglah,imbang
asah,asah
nyaterus,terus
kelas,kelas
dwonlod,download
mlb,mlbb
karier,karier
ii,ii
kadaluarsa,kadaluarsa
selang,selang
beberpa,berapa
sesal,sesal
besarr,besar
tollol,tolol
info,info
anyinggg,anjir
hsr,hsr
goddess,goddess
victory,victory
nike,nike
nyahsebelum,belum
costum,costum
turundengan,turun
koleksi,koleksi
double,double
emote,emote
transparan,transparan
icon,icon
kuning,kuning
dellay,delay
tan,tan
kembaliin,kembali
kenyaman,nyaman
games,game
hyee,bye
perbaui,bau
sison,season
giga,giga
tekor,tekor
nampaknya,nampak
lengend,legend
mixing,mixing
disayang,sayang
mnurut,menurut
karana,karena
meng,meng
bangst,bangsat
tahap,tahap
xiaomi,xiaomi
noted,noted
pengembanghanya,kembang
cocok,cocok
nyakalau,kalau
pemainsemoga,player
trs,terus
msi,masih
ngebantunya,bantu
dijumpai,jumpa
broken,rusak
kupon,kupon
paruh,paruh
bejibun,banyak
majumaju,maju
diapa,apa
apain,apain
standbye,standbye
apaapa,apa
pls,plis
clasic,klasik
ngeleg,lag
gmn,gimana
tenang,tenang
tutorialnya,tutorial
detailkarakternya,detail
coolbisakah,cool
chatnya,chatnya
kasihagar,kasih
lokal,lokal
seruh,seru
pelanggaranpada,pelanggaran
asis,asis
ku百合園せいあ,ku
klu,kalau
kdpn,depan
krg,kurang
usa,usa
ngelu,ngeluh
hargai,harga
cipta,cipta
sm,sama
gemnya,game
xp,xp
room,room
uba,uba
untu,untuk
utamahiro,utama
bendung,bendung
kencel,cancel
her,her
pertimbangkantrimakasih,pertimbangkan
bngtpembagian,bagian
asalanmohon,mohon
perhatikaj,perhatiin
solosetelah,solo
ram,ram
rom,rom
selevel,level
menghungkan,hubung
diem,diem
teus,terus
kudu,harus
ngulangin,ulang
okelah,oke
huii,hai
anehkok,aneh
diapdate,update
perfect,perfect
sebenernyacumamakin,sebenarnya
kesinipink,sini
stabildri,stabil
lancarmasuk,lancar
lncrtp,lancar
mnitanmulai,menit
jelasjaring,jelas
meronapas,pas
slse,selesai
matchnormal,match
lagitlong,lagi
lahterus,terus
yasering,sering
seimbangalias,seimbang
doangmales,doang
jadinyasetelah,jadi
updetmalah,update
besarsma,besar
kya,kaya
lainyaga,lain
mlbbbisa,mlbb
nyesuain,sesuai
jangkau,jangkau
perbaharui,baru
permanen,permanen
sayaa,aku
puasss,puas
sekalikarna,sekali
akusaran,saran
devoloper,developer
ringansemangat,ringan
hoksamoga,hok
yaamakasihh,thanks
makan,makan
minsegitu,min
kurangi,kurang
next,next
terusterusan,terus
mikirlah,pikir
bgtu,begitu
bjir,bjir
unggal,unggal
undate,update
anjirmana,anjir
magsudnya,maksud
santuy,santai
bowlehh,boleh
laa,la
keknya,kek
ngaco,ngaco
siput,siput
parahh,parah
mengecewakam,kecewa
peyimpanan,simpan
ben,ban
diben,ban
kalasik,klasik
mainkepada,main
menghasin,hasil
kenan,kanan
compress,compres
kadangkadang,kadang
ataw,atau
tdakbisa,tidak
mendapatkennya,dapat
hadir,hadir
apakan,apa
limited,limit
jelashero,jelas
banyaktolong,banyak
meluluterusdi,melulu
buildnyaudah,build
pertemukan,temu
dngan,dengan
bnget,banget
partyanku,party
plater,plater
lha,lah
sedia,sedia
sayabisa,saya
konsistenmulai,konsisten
matcmaking,match
edit,edit
rset,reset
sbagian,bagian
pastes,pastes
batasin,batas
sorot,sorot
gamuncul,gamuncul
aktifkn,aktif
tidk,tidak
playstore,playstore
playnya,play
mhon,mohon
kreator,kreator
ntah,ntah
ai,ai
hmmm,hm
kondisi,kondisi
ngerank,rank
ngecrous,crash
perkecil,kecil
skinya,skill
worth,worth
it,it
mangat,semangat
btw,btw
allain,allain
lixin,lixin
ganteng,ganteng
kb,kb
jgan,jagan
downloadnya,download
kyak,kayak
gapaham,gapaham
matchmachingnyasemoga,match
bru,baru
battlefield,battlefield
ngakak,tawa
cuih,cih
brapakali,berapa
loadinglah,loading
rekomendasi,rekomen
hadiahhabis,hadiah
angela,angela
combonyapadahal,combo
bersyukur,syukur
kusukai,suka
no,tidak
execute,execute
direset,reset
silih,pilih
restart,restart
da,dan
mines,minus
bgus²,bagus
lagisama,lagi
ribetgame,ribet
bet,bet
dataribet,data
nagih,tagih
sangkut,sangkut
macthing,match
jagogajls,jago
lol,lol
seasonnya,season
kh,kah
ponsel,ponsel
batasi,batas
rendahmungkin,rendah
happy,happy
jngn,jangn
rekap,rekap
bngtmenurut,banget
wort,worth
bangt,banget
omong,ngomong
barbar,kasar
edan,gila
powernya,power
garispun,garis
bunuh,bunuh
juang,juang
bergunanaik,guna
pergi,pergi
pertimbangkan,timbang
sukain,suka
lubang,lubang
downloadini,download
efektif,efektif
sajabukan,saja
manual,manual
aj,aja
pangkat,pangkat
bronze,bronze
silver,silver
atasnya,atas
operasi,operasi
atu,atau
heg,lag
blind,blind
botai,bota
musashi,musashi
lindung,lindung
ding,ding
penting²,penting
orng,orang
yamg,yang
percepat,cepat
kalianlah,kalian
tlol,tolol
ratarata,rata
nulis,tulis
ajaplayer,player
roles,role
assasin,assasin
punishment,hukum
sebal,sebal
gui,gui
pergunakan,guna
sanding,sanding
systemdan,sistem
jugatolong,juga
inj,ini
perduli,peduli
pnya,punya
pngalaman,pengalaman
slama,selama
smoga,semoga
kdepan,depan
masib,masih
restt,rest
makingnya,making
ditentuin,tentuin
lanenya,lane
draf,draft
kurangnya,kurang
updatean,update
rewonload,download
skins,skin
cobain,coba
nyawalaupun,walaupun
darksistemtapi,darksistem
bagusefek,bagus
kerenpokok,keren
grafisnya,grafik
kuantitas,kuantitas
didengerin,dengar
melers,melers
faham,paham
nyaapalagi,apalagi
offline,offline
downloadmenghilang,download
semuapadahal,semua
kompensasinyasaya,kompensasi
tuntut,tuntut
mainnyasaran,main
playstoreappstore,playstore
playsotreappsotre,playstore
pertahankan,tahan
cepek,cepek
upadate,update
apikkasi,aplikasi
apikasi,aplikasi
saldo,saldo
dana,dana
selatu,selalu
transaksi,transaksi
tertuliskesalahan,tulis
klien,klien
clien,klien
kondisikan,kondisi
alih,alih
jejak,jejak
rabu,rabu
september,september
sesion,sesi
kuranggk,kurang
lainini,lain
kece,keren
pinta,minta
frieze,freeze
sentuh,sentuh
wajib,wajib
peringatkan,ingat
hadeuh,hadeh
tinjau,tinjau
toxic,toxic
bobrok,bodoh
udahlah,udah
sekalikok,sekali
ide,ide
tolollll,tolol
toksik,toxic
joki,joki
roomnya,room
gabsa,gabisa
mainnn,main
whyt,apa
teaming,tim
duotrio,duo
name,nama
donblues,donblues
nangis,nangis
nikmati,nikmat
usaha,usaha
introspeksi,introspeksi
maksain,paksa
ulah,ulah
matimusuh,mati
sedih,sedih
kinerga,kerja
sayayaitu,aku
tokentapi,token
contohnyaskin,contoh
anggab,anggap
ajasih,aja
konfirmasi,konfirmasi
black,black
plis,plis
antusias,antusias
mcnizarcheetah,mcnizarcheetah
berulangkali,ulang
bugsbegitu,bug
bugs,bug
banyakin,banyak
event²,event
sisih,sisih
uangku,uang
kumpul,kumpul
uang,uang
doa,doa
draks,dark
ntr,nanti
ketawaan,tawa
nie,nih
multilane,multilane
priority,priority
gapenting,gapenting
single,single
diterapin,terap
jdnya,jadi
tukeran,tukar
gabecus,gabisa
clear,clear
cleaningnya,clean
cc,cc
abai,abai
dpakai,pakai
datakuota,data
narik,tarik
saranin,saran
terkeren,keren
bagus²,bagus
opsi,pilih
lian,lian
po,po
gg,gg
pelit,pelit
dikantong,kantong
ingamenya,game
daftar,daftar
dak,dark
screnn,screen
kadang²,kadang
forcloes,forcloes
sndiri,sendiri
ip,ip
serap,serap
mengecek,cek
men,men
aktivitas,aktivitas
mmng,memang
bermasalahktk,masalah
membk,baik
tiadakandi,tidak
meresahkankarna,resah
lanesaya,lane
fragment,fragment
convert,convert
kepakek,pakai
voucher,voucher
undi,undi
enggk,tidak
gactha,gacha
gene,gene
drafpik,draft
jungling,jungling
indomaret,indomaret
defend,defense
devlopernya,developer
ngelagpatah²,lag
jelassaya,jelas
sosialnyatapi,sosial
online,online
lancar²,lancar
kokbahkan,kok
ngelag²,lag
skalipadahal,sekali
disayangkan,sayang
cz,cz
okcuma,oke
ngelag²nya,lag
lhosaya,aku
pengaturantp,aturan
diperbaruhi,baru
minapa,min
levelyg,level
gamenyakalo,game
sihh,sih
globalnya,global
luck,luck
dont,dont
what,what
other,other
say,say
just,just
focus,fokus
fixing,fix
developing,developer
be,be
kenal,kenal
soul,soul
bilangnya,bilang
nup,nup
shan,shan
laner,lane
ngelanggar,langgar
mozi,mozi
ziya,ziya
lady,lady
zhen,zhen
princess,princess
frost,freeze
ayok,ayo
donk,dong
dikasi,kasih
diakalin,akal
publiknya,publik
asalasalan,asal
publik,publik
performnya,perform
ranknyaseharusnya,rank
samaain,sama
sendirimusuh,sendiri
watru,watru
tayret,tayret
midlane,midlane
gemenya,gemen
enurutku,menurut
emot,emote
stiker,stiker
animasinya,animasi
taunting,taunting
dimen,dimensity
harunya,harus
fi,fi
kebangetan,banget
ampad,ampas
mekanik,mekanik
dibanyakin,banyak
dibenahi,benah
madih,madih
niru,tiru
gengsi,gengsi
farmlaane,farmlane
taruhnya,taruh
jaringanmu,jaring
ngerasa,rasa
ngelekpatah,lag
beratusratus,ratus
macking,match
ekosistem,ekosistem
request,request
premium,premium
akui,aku
apaapanya,apa
pandang,pandang
merasakannyaya,rasa
latih,latih
bego,bodoh
mampus,mampus
duit,duit
manajemen,manajemen
yttt,youtube
lancarlancar,lancar
hambat,lambat
classic,klasik
ajalah,aja
anjeeeeng,anjing
prnah,pernah
huawei,huawei
nova,nova
malh,malah
bbiii,babi
msuk,masuk
ilangin,hilang
rekomend,rekomen
kuu,aku
maininnya,main
msaih,masih
memili,pilih
inginan,ingin
berkualitasgame,kualitas
clashlane,clash
hospot,hotspot
nyedotnya,sedot
beranda,beranda
bocor,bocor
konsentrasi,konsentrasi
dengung,dengung
telinga,telinga
mimin,min
baek,baik
akoe,aku
malam,malam
banyakwifi,banyak
diatasi,atas
satukan,satu
anggota,anggota
maenada,main
berkali²,kali
sabar,sabar
agr,agar
jera,jera
kmi,kami
ska,suka
karene,karena
peroleh,oleh
toleransi,toleransi
overlord,overall
developrnya,developrnya
speed,speed
meminimalisir,meminimalisir
ngelesin,ngelesin
nyamenurutku,nyamenurutku
bagushero,bagushero
nampak,nampak
network,network
latency,latency
gameconnect,gameconnect
ngeklik,klik
eventkalau,event
editterimakasih,edit
sdah,sudah
bagusnamun,bagus
hadirpadahal,hadir
amanaplikasi,mana
smuabaru,semua
bangetjalan,banget
iniklo,ini
hadirmgkin,hadir
punah,punah
buatin,buat
unistall,uninstall
subscriber,fans
wilayah,wilayah
pedesaan,desa
setia,setia
wkkk,wkwk
nii,ni
internal,internal
devis,device
plissss,plis
piliphina,philipina
goblog,bodoh
padhal,padahal
njir,bjir
gaje,gajelas
sodaranya,saudara
alien,alien
unintal,uninstall
skin²,skin
peduliin,peduli
temuin,temu
erly,early
gimna,gimana
mikir,mikir
halah,halah
perbaikiudh,perbaiki
ajh,aja
nyalahin,salah
provider,provider
kendor,kendor
nelek,nelek
loding,loading
mulia,mulia
blunder,blunder
pasrah,pasrah
ketahan,tahan
bjirlah,bjir
devlover,developer
netral,netral
harta,harta
lolos,lolos
rasisme,rasis
rassuku,ras
agama,agama
unsur,unsur
sat,sat
pecet,pencet
gundang,undang
kalu,kalau
timku,tim
bodohegois,bodoh
kerjasama,kerjasama
kalahan,kalah
kasoh,kasoh
terussssss,terus
ajal,ajal
rela,rela
tawa,tawa
havefun,fun
segitu,segitu
mantep,mantap
bukti,bukti
acc,acc
musik,musik
tema,tema
perbesar,besar
perbanyaklah,banyak
sampain,sampai
pasar,pasar
buatlah,buat
tertarik,tarik
kawan,teman
iq,iq
berkedok,kedok
hightier,tier
picu,picu
ktmu,kata
smua,semua
skrng²,sekarang
pilipine,philipina
waktumu,waktu
marco,marco
polo,polo
asist,assist
sampahin,sampah
history,history
eventnya,event
ramai,ramai
woiii,woi
teruss,terus
infinix,infinix
hot,hot
loginloading,login
diskip,skip
sekira,sekira
kepencet,pencet
protes,protes
nonton,nonton
bed,bed
sandingin,sanding
apanya,apa
krng,kurang
mngasikan,hasil
mainn,main
lngsung,langsung
cair,cair
vivo,vivo
yi,yi
arghhhh,argh
balas,balas
hai,hai
tuuh,tuh
khas,khas
indonya,indonesia
bahasasuaraditaildan,bahasa
beratberat,berat
daaaaa,da
playermohon,player
anehny,aneh
klok,kalau
pinalti,pinalty
harusny,harus
pemebritahuan,berita
kg,kg
ivens,event
devailover,developer
sangan,jangan
umur,umur
mempromosi,promosi
youtuber,youtube
campuradukan,campur
arena,arena
valor,valor
model,model
menjijikan,jijik
becus,becus
chinaa,cina
region,region
pikiranini,pikir
jelaskenapa,jelas
jelaspoin,jelas
tanggal,tanggal
brpa,berapa
brpajadi,berapa
tandanyaada,tanda
nyatambahin,tambah
seasonhero,season
buffnerf,buf
herogak,hero
cantum,cantum
beritachma,berita
tauyg,tau
seduh,seduh
kopi,kopi
gula,gula
tetntuin,tentuin
soksokan,sok
terlalubanyak,terlalu
reputasimu,reputasi
muraiibatuuu,murai
diisi,isi
hak,hak
karean,karena
skip,skip
peratutan,aturan
nyah,nyah
emosional,emosional
wintreak,winstreak
seterus,terus
nurun,turun
leged,legend
gmail,gmail
ehhh,eh
maksdnya,maksud
cb,coba
hps,hapus
kebanyakkan,banyak
yahh,iya
utuk,utuk
asem,asam
la,la
dpet,dapat
pikir²,pikir
studio,studio
senantiasa,senantiasa
cheated,cheat
develop,developer
busa,bisa
bagusgrafik,grafik
bagustpi,bagus
sihnama,nama
nyakarena,karena
hafal,hafal
nurunin,turun
ngumpul,kumpul
otak,otak
turu,tidur
menitan,menit
kal,kal
odi,odi
gaming,game
bangke,bangsat
besti,teman
setres,stres
merugikanpengalaman,rugi
modern,modern
ngefreze,freeze
kenapakenapa,kenapa
nyenggolnyenggol,senggol
priksa,periksa
konsep,konsep
ngerugiin,rugi
kredit,kredit
score,score
anjlok,drastis
halang,halang
berjuta,juta
beratrealme,berat
lncar,lancar
freez,freeze
intro,intro
restar,restart
universal,universal
lahir,lahir
gbsering,sering
semuagak,semua
gelag,lag
karane,karena
umpan,umpan
lagiz,lagi
clashnya,clash
bedain,beda
kumpulin,kumpul
golong,golong
thailand,thailand
filipine,philipina
notabene,notaben
bt,bt
sama²,sama
asia,asia
em,em
el,el
wifii,wifi
terbaruk,baru
naik²,naik
siang,siang
esok,besok
rankhampir,rank
bapuk,bapuk
idiot,bodoh
gwitu,gitu
berdua,dua
kelusah,susah
lord,lord
sibuk,sibuk
siniharap,sini
penjelasankenapa,jelas
legpadahal,lag
wifidatajika,wifi
mungkinapa,mungkin
wifie,wifi
mencet,pencet
bisakayak,bisa
ngundang,undang
dlljadi,jadi
by,by
suspend,suspend
lip,lip
akunku,akun
lakinyamanda,cowok
disebabkan,sebab
apresiasi,apresiasi
gametolong,game
streaknya,streak
ma,ma
langkah,langkah
taunya,tau
dajjal,dajjal
nguras,kuras
tenagapikiran,tenaga
bangsaaaatt,bangsat
agenda,agenda
kelompok,tim
santai,santai
colab,colab
emosikenapapertama,emosi
tidakkedua,tidak
rada²,rada
bergerakjadi,gerak
tenggara,tenggara
benar²,benar
gameny,game
tertera,tera
betulkan,benar
prioritasin,prioritas
moment,momen
ngelindungin,lindung
sepenuhnya,penuh
sadar,sadar
akn,akan
blakangan,belakang
sring,sering
mlakukan,lakukan
sj,saja
mengulanginyakarna,ulang
trimakaih,thanks
yahhh,iya
dress,dress
mo,mo
live,live
thank,thanks
chinese,cina
bangkrut,bangkrut
aamiin,amin
presentasi,presentasi
trol,troll
sukses,sukses
truskatanya,terus
otomatissmpai,otomatis
mulumenghubungkan,hubung
manaul,manual
truskalau,terus
ajadan,aja
syukur,syukur
sertakan,serta
klaim,klaim
smooth,smooth
tongkrongansaya,tongkrongan
tantezeus,tantezeus
pelihara,pelihara
pasi,pasti
down,down
ginana,gimana
assist,assist
dipahami,paham
afkfeeder,afk
kenabug,bug
realog,real
jelasin,jelas
tombolnyaapalagi,tombol
logineventnya,login
nalar²,nalar
bagusngga,bagus
utamagabisa,utama
lagimalah,lagi
legasinyal,sinyal
perbaikimana,perbaiki
diintro,intro
fight,fight
luaaammaaa,lama
jepang²an,jepang
kuasa,kuasa
hero²,hero
assassin,assasin
ezz,gampang
ngehibur,hibur
delaygtw,delay
or,or
maybe,maybe
doank,doang
infinity,infinity
menarik,tarik
tambak,tambah
rical,recall
kbnyakan,banyak
drama,drama
lagend,lagend
bisu,bisu
estimasi,estimasi
ngapa²in,ngapain
ngebacot,bacot
banyaklah,banyak
cobaannya,coba
nyala,nyala
ente,kamu
kontes,kontes
rangkum,rangkum
inovasi,inovasi
thx,thanks
list,list
gaya,gaya
main²,main
nentuin,tentuin
tuker,tukar
temennya,temen
dibagi,bagi
jarak,jarak
sesuau,sesuai
kompetibel,kompatibel
ngidupin,hidup
mskadang,kadang
gakkalo,tidak
siterus,terus
idupin,hidup
datawifi,data
niya,iya
sekaliasalkan,sekali
wanwan,one
permuda,muda
nyaudah,udah
kung,kung
legendsdalahal,legend
siharus,harus
kaleng,kaleng
gapapa,gapapa
disiisi,isi
zuangzi,zuangzi
kntl,anjing
gmnya,game
lancarapalagi,lancar
bermainkualami,main
ngurangin,kurang
setreeeess,stres
sedimikian,demikian
dans,dans
om,om
kocakk,lucu
as,as
ricol,recall
masingmasing,masing
mekanisme,mekanisme
bagustak,bagus
kekuranganpermasalahan,kurang
inisemuanya,ini
grafistampilannya,grafik
menyinggungsaya,singgung
banmaking,ban
mpv,mvp
apaain,apaan
dikuasi,kuasa
dp,dp
tapu,tapi
brazil,brazil
temenya,teman
semuakalau,semua
bicara,bicara
bahasanyakadang,bahasa
asing,asing
greget,greget
selesainyahadiah,selesai
dikitcuma,dikit
naganya,naga
towernya,tower
skala,skala
skills,skil
sekontras,kontras
chinaan,cina
utan,utan
cicil,cicil
mukil,mukil
kebawah,bawah
turnamen,turnamen
sihir,sihir
mainnin,main
ultimate,ultimate
hoyi,hoyi
panah,panah
maksman,maksimal
cowo,cowok
nembak,tembak
moskov,moskov
ngarah,arah
mn,mn
nm,nm
sala,salah
trolling,troll
bayi,bayi
recommend,recomend
shangguan,shangguan
my,my
love,love
ngesimp,simp
nanggung,tanggung
combonya,combo
timing,time
shangguanku,shangguan
diglobal,global
basic,standar
cakep,cakep
papi,papi
diimbangkan,seimbang
musuhan,musuh
gaadil,gaadil
arli,arli
tag,tag
tongkrongan,tongkrongan
ty,thanks
nemenin,teman
ciao,ciao
kureng,kurang
killnya,kill
dispensasi,dispensasi
partisipasi,partisipasi
aduhhh,aduh
itukalau,itu
nga,tidak
clasicnya,klasik
patahpatah,patah
seimbagin,seimbang
hpku,hp
gacor,gacor
meperhatikan,perhati
old,old
appun,apapun
sensasi,sensasi
ciklop,ciklop
epick,epic
overrated,over
macroteam,tim
kompak,kompak
tipe,tipe
gasuka,gasuka
daji,dari
desain,desain
art,art
diliat,lihat
nnti,nanti
revamp,revamp
dilobi,lobi
infight,fight
dengerin,dengar
sahabat,sahabat
aidibawah,bawah
aisaya,aku
terusdan,terus
computernyaintinya,komputer
sumpahmasa,sumpah
ngeloading,loading
bisaitu,bisa
pdahal,padahal
ngetrolnya,troll
ngetrol,troll
dpat,dapat
try,try
delete,delete
bedahalnya,beda
siihh,sih
atasi,atas
skors,skor
menganggu,ganggu
pelangan,customer
kesampingkan,samping
ngasal,asal
indahkan,indah
carry,carry
build,build
preset,preset
